"","V1","V2","V3","V4","V5","V6","V7"
"1",0.0115242607027459,0.0282650068384997,0.0496722180761715,0.0651709710626071,0.0863258653672732,0.119971097097753,0.189421013178594
"2",0.011244774217646,0.0275968930111497,0.0477950185100315,0.0663626404115018,0.0886230572906776,0.123762013555369,0.260343505715272
"3",0.0101651952982951,0.0289995234284818,0.0490510875258104,0.0662676213800241,0.0861332928630639,0.126571786848846,0.166548143955388
"4",0.00870074903897975,0.027156071049456,0.0472162482792157,0.069032984275689,0.0841450008724742,0.115135911063008,0.332760018882015
"5",0.0121254499459841,0.0256066985335075,0.0505357555445651,0.0679937225564661,0.0878909233328959,0.120475500232474,0.200730176155079
"6",0.0132317273353652,0.0260089781269045,0.0486972040652768,0.0687457155316542,0.0911586685437208,0.121370443272518,0.22369974489117
"7",0.00884175340283005,0.0280293786798185,0.0484325411067046,0.0710673659601746,0.0928970442651971,0.121046699573055,0.21664451998919
"8",0.0107031374348986,0.0279425149571833,0.0458571785179075,0.0685491270952048,0.0939393472107028,0.138478568440678,0.205660525328447
"9",0.0106689119920817,0.028443883745367,0.0484369851752508,0.0671381304338991,0.0876376001587547,0.12807475797729,0.249534806267002
"10",0.0109298564905298,0.0281309829120518,0.0501441080804063,0.0677652154745446,0.0844778154154686,0.114149203273974,0.19337901480789
"11",0.0109839320533966,0.0291543431234034,0.0480379894088717,0.0674739687354703,0.0884933973828638,0.119963649601166,0.318963667456192
"12",0.0105980901797957,0.0266168780371112,0.0493561811606796,0.0657367084815426,0.0838098825352551,0.128214074404784,0.195246546252739
"13",0.0103200937311855,0.0265156669604701,0.0482179418813723,0.06913296923263,0.0846427708040159,0.118661265128035,0.185801615503573
"14",0.0114919205587019,0.0266339058055056,0.0487031607088976,0.0664487352417424,0.0890834708514846,0.124329594366722,0.233092983166333
"15",0.00976562010518255,0.0279094207292402,0.0467580133341101,0.067093924197905,0.0940711927945356,0.132143628689696,0.207497709838676
"16",0.0101040638613686,0.0292290210371157,0.0485224869108482,0.0696830956451396,0.0861793699829672,0.114369979945522,0.223482520634104
"17",0.0123647166739572,0.0272069239146827,0.0489414788362191,0.070856078838296,0.085783613542442,0.117736913873141,0.186386204813339
"18",0.0111297196355065,0.0274081329454752,0.0491795872993458,0.0683572352135029,0.0900198053833523,0.123015705466862,0.226828716313384
"19",0.00951788702035507,0.0282306154934299,0.0507005198568646,0.067255182370488,0.0870801982330923,0.123714884439032,0.311479535190844
"20",0.0103257473193423,0.0312683803790677,0.0485964760164249,0.0673895522589587,0.0877276057437448,0.119499433126866,0.202480405707364
