"","V1","V2","V3","V4","V5","V6","V7"
"1",0.0644710262177065,0.121227570635775,0.173661813401826,0.228402360893667,0.268379471525672,0.379705384808662,0.535089637583875
"2",0.0747605783970234,0.12789053042822,0.171080607453845,0.226157939519996,0.275940810191944,0.351055711484565,0.659962385346033
"3",0.0696729879490561,0.127292210739002,0.167169800889287,0.223952527327461,0.269513035575452,0.347649178781614,NA
"4",0.0734623448424609,0.127348142819237,0.171052730464812,0.222646484196316,0.273589253899543,0.328683779735005,0.66542523856308
"5",0.0651103470111926,0.123089332882303,0.172101593803462,0.223874730091458,0.270029048621014,0.344598380701383,0.567498698983961
"6",0.0776674416897046,0.126080885863397,0.171841816728952,0.215269440152485,0.270221565081811,0.350001737432288,0.550935525179283
"7",0.0608127060571744,0.120281559532359,0.169336384761843,0.221288283571294,0.274882907871747,0.337665501756758,0.555532448551269
"8",0.069389409648367,0.126987293063146,0.16961580078965,0.219024890782288,0.274419456685913,0.36383430300195,0.51524714651085
"9",0.0712913301741117,0.125341003044198,0.169871400313724,0.218527321640364,0.273685666335445,0.341245270042176,0.649772742700697
"10",0.0739563531052007,0.12630649467489,0.170320590465423,0.227315397624957,0.271324600674155,0.333298848882526,0.488460814910358
"11",0.0750919106362145,0.127344319818278,0.168896616207975,0.225079339680175,0.276608621744736,0.355603549597086,0.602270221907803
"12",0.0626674152410891,0.122374033552406,0.172350159219835,0.224260400801841,0.274231209091957,0.337507066220098,0.492521896365498
"13",0.067878075651007,0.12401214479093,0.169875037904366,0.225431959740311,0.261904726253746,0.380017904831366,0.528848679003065
"14",0.0741539316456548,0.129262781074104,0.169760959426996,0.214007546670725,0.274603329841901,0.33161946150203,0.557894795862661
"15",0.0704251544500205,0.124741708993472,0.16758340552223,0.226405338189278,0.265553296660339,0.356912652046573,0.457545057232633
"16",0.072612574034137,0.124601818135047,0.170375955793672,0.225046536532102,0.265416566900029,0.351019881022944,0.549773155756383
"17",0.0716424524288656,0.126067168021685,0.168058220150787,0.22683675584186,0.27698271207889,0.350259616755624,0.473215404396658
"18",0.059525639933716,0.123563567504164,0.170775214598189,0.222430739785181,0.268678519680976,0.357541174055837,0.557945617387992
"19",0.0706887720224515,0.128049285157388,0.168061159711973,0.221674426744563,0.273324743745172,0.321112237921337,0.699837193719265
